Timestamp     	Voltage	Current
0:00:00.000214	7.37	0.42724609375	
0:00:00.052039	7.39375	0.379791259766	
0:00:00.103199	7.39125	0.330810546875	
0:00:00.154741	7.395	0.299072265625	
0:00:00.205881	7.36875	0.8203125	
0:00:00.257023	7.3925	0.322418212891	
0:00:00.308478	7.395	0.305633544922	
0:00:00.359632	7.3925	0.333709716797	
0:00:00.411189	7.37125	0.321960449219	
0:00:00.462335	7.395	0.314636230469	
0:00:00.513473	7.395	0.327606201172	
0:00:00.564610	7.3225	0.368957519531	
0:00:00.615748	7.3925	0.328369140625	
0:00:00.667500	7.3925	0.319976806641	
0:00:00.718658	7.3975	0.293273925781	
0:00:00.770499	7.39625	0.313110351562	
0:00:00.823087	7.3975	0.299682617188	
0:00:00.874919	7.395	0.312347412109	
0:00:00.927725	7.39625	0.303497314453	
0:00:00.980261	7.39625	0.299224853516	
0:00:01.032088	7.39875	0.299987792969	
0:00:01.085447	7.38375	0.398406982422	
0:00:01.140706	7.39375	0.298309326172	
0:00:01.192697	7.3975	0.298156738281	
0:00:01.245264	7.39875	0.284576416016	
0:00:01.297166	7.39625	0.315551757812	
0:00:01.349720	7.39625	0.301361083984	
0:00:01.402306	7.40125	0.272674560547	
0:00:01.454137	7.3975	0.311737060547	
0:00:01.506632	7.39625	0.310516357422	
0:00:01.559242	7.4	0.282135009766	
0:00:01.611084	7.395	0.350646972656	
0:00:01.663037	7.3975	0.303649902344	
0:00:01.715540	7.40125	0.271759033203	
0:00:01.767410	7.39875	0.290374755859	
0:00:01.819251	7.39625	0.314331054688	
0:00:01.871758	7.39875	0.287322998047	
0:00:01.924519	7.395	0.301513671875	
0:00:01.976370	7.39625	0.311431884766	
0:00:02.029166	7.4	0.286102294922	
0:00:02.081986	7.3975	0.297088623047	
0:00:02.133817	7.39875	0.297088623047	
0:00:02.186627	7.39875	0.284729003906	
0:00:02.239418	7.3975	0.302581787109	
0:00:02.291254	7.39625	0.307769775391	
0:00:02.343113	7.39875	0.289916992188	
0:00:02.395892	7.39625	0.303955078125	
0:00:02.447722	7.39875	0.305328369141	
0:00:02.499562	7.4	0.278472900391	
0:00:02.552274	7.3975	0.309753417969	
0:00:02.604642	7.3975	0.305786132812	
0:00:02.656471	7.4	0.286560058594	
0:00:02.709241	7.3975	0.299224853516	
